INCIDENT_ADDRESS,BOROUGH,COMMUNITY_BOARD,POLICE_PRECINCT,CITY_COUNCIL_DISTRICT,BBL,CREATED_DATE,STATUS,RESOLUTION_ACTION,CLOSED_DATE,X_COORDINATE,Y_COORDINATE
963 KENT AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,33,3019267502,04/21/2016,Closed,Cleaning crew dispatched. No graffiti on property.,08/17/2016,995699,191132
5313 6 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008170003,05/20/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/03/2016,981477,173160
187 EAGLE STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33,3024960041,05/18/2016,Closed,Cleaning crew dispatched.  Property cleaned.,06/28/2016,997157,207177
90-02 SUTTER AVENUE,QUEENS,10 QUEENS,Precinct 106,32,4113530001,06/06/2016,Closed,Cleaning crew dispatched.  Property cleaned.,06/13/2016,1026731,185738
1700 CONEY ISLAND AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44,3065730032,03/27/2017,Closed,10-95 - Refer to Another Agency,03/27/2017,994376,163703
2160 BOLTON STREET,BRONX,11 BRONX,Precinct 49,13,2043170085,08/09/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/18/2016,1020582,250894
98 JEFFERSON STREET,BROOKLYN,04 BROOKLYN,Precinct 83,34,3031720007,08/12/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/17/2016,1003369,194103
2344 BOSTON ROAD,BRONX,11 BRONX,Precinct 49,13,2043470007,08/01/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/26/2016,1021031,252866
316 CITY ISLAND AVENUE,BRONX,10 BRONX,Precinct 45,13,2056440003,06/21/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/25/2016,1043298,248114
943 BRADY AVENUE,BRONX,11 BRONX,Precinct 49,13,2042980001,06/02/2016,Closed,Cleaning crew dispatched. No graffiti on property.,10/14/2016,1022608,249824
100 CONGRESS STREET,BROOKLYN,06 BROOKLYN,Precinct 76,39,3002997501,07/11/2016,Closed,Cleaning crew dispatched. No graffiti on property.,10/13/2016,984436,190416
900 ARNOW AVENUE,BRONX,11 BRONX,Precinct 49,13,2045150031,05/24/2016,Closed,Cleaning crew dispatched. No graffiti on property.,10/12/2016,1022599,255460
83 WYTHE AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3022960004,05/18/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/11/2016,995804,202133
751 FRANKLIN AVENUE,BROOKLYN,08 BROOKLYN,Precinct 77,35,3012450007,03/03/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,996148,184481
365 EAST  183 STREET,BRONX,05 BRONX,Precinct 46,15,2031430155,05/20/2016,Open,Public Property (Non-City),,1013060,251285
924 SOUTHERN BOULEVARD,BRONX,02 BRONX,Precinct 41,17,2027350011,02/08/2017,Open,Site downloaded for cleaning,,1014050,238068
88-07 187 STREET,QUEENS,12 QUEENS,Precinct 103,27,4099350027,02/05/2017,Open,Site downloaded for cleaning,,1046593,199644
619 WILSON AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3034300004,02/23/2017,Open,Site downloaded for cleaning,,1010097,190656
143 MORNINGSIDE AVENUE,MANHATTAN,09 MANHATTAN,Precinct 26,09,1019520001,02/26/2017,Open,Site downloaded for cleaning,,997023,234959
5221 AVENUE N,BROOKLYN,18 BROOKLYN,Precinct 63,46,3078770002,01/28/2017,Open,Site downloaded for cleaning,,1005166,164839
73 ORCHARD STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1004130050,01/31/2017,Open,Site downloaded for cleaning,,986868,200688
1425 MACOMBS ROAD,BRONX,04 BRONX,Precinct 44,16,2028570081,01/04/2017,Open,Site downloaded for cleaning,,1007024,245832
1620 MERMAID AVENUE,BROOKLYN,13 BROOKLYN,Precinct 60,47,3070620004,01/30/2017,Open,Site downloaded for cleaning,,988689,149384
248 EAST  204 STREET,BRONX,07 BRONX,Precinct 52,11,2033090053,01/06/2017,Open,Site downloaded for cleaning,,1016231,257780
278 ST ANNS AVENUE,BRONX,01 BRONX,Precinct 40,08,2025520002,01/06/2017,Open,Site downloaded for cleaning,,1007252,233534
529 EAST  138 STREET,BRONX,01 BRONX,Precinct 40,08,2022660037,01/05/2017,Open,Site downloaded for cleaning,,1006802,233401
175 SHERMAN AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10,1022210011,01/21/2017,Open,Site downloaded for cleaning,,1005689,254381
1403 FIFTH AVENUE,MANHATTAN,11 MANHATTAN,Precinct 25,09,1016210002,12/20/2016,Open,Site downloaded for cleaning,,998967,230788
807 43 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,38,3009250001,12/27/2016,Open,Site downloaded for cleaning,,984470,174192
947 EAST TREMONT AVENUE,BRONX,06 BRONX,Precinct 48,17,2031260001,11/01/2016,Open,Site downloaded for cleaning,,1016572,245881
511 58 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008480001,11/17/2016,Open,Site downloaded for cleaning,,980230,172569
171 BLEECKER STREET,MANHATTAN,02 MANHATTAN,Precinct 6,01,1005400036,10/22/2016,Open,Site downloaded for cleaning,,984099,204819
362 MARCUS GARVEY BOULEVARD,BROOKLYN,03 BROOKLYN,Precinct 79,36,3018310050,11/09/2016,Open,Site downloaded for cleaning,,1001334,188750
595 MYRTLE AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,33,3018960068,11/16/2016,Open,Site downloaded for cleaning,,995239,192159
105 CLINTON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1003480031,03/27/2017,Open,Site to be cleaned.,,988276,200976
6518 13 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,38,3057530046,02/16/2017,Open,Site to be cleaned.,,983777,167280
6223 8 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,38,3057280001,02/22/2017,Open,Site to be cleaned.,,981221,170325
188 PROSPECT PARK WEST,BROOKLYN,06 BROOKLYN,Precinct 78,39,3011030037,10/31/2016,Open,Mail returned / wrong address,,989964,180296
40-02 FRANCIS LEWIS BOULEVARD,QUEENS,11 QUEENS,Precinct 111,19,4053610029,03/02/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1043787,216664
107-20 ATLANTIC AVENUE,QUEENS,09 QUEENS,Precinct 102,28,4093890004,03/16/2017,Open,Site downloaded for cleaning,,1029132,191132
716 FAIRMOUNT PLACE,BRONX,06 BRONX,Precinct 48,17,2029500020,03/09/2017,Open,Site downloaded for cleaning,,1014277,246809
1850 JEROME AVENUE,BRONX,05 BRONX,Precinct 46,14,2028510002,02/14/2017,Open,Site downloaded for cleaning,,1008742,248572
1141 CASTLETON AVENUE,STATEN ISLAND,01 STATEN ISLAND,Precinct 120,49,5001970125,03/07/2017,Open,Site downloaded for cleaning,,950860,170393
900 WYCKOFF AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3034000046,02/02/2017,Open,Site downloaded for cleaning,,1010185,193202
3606 THIRD AVENUE,BRONX,03 BRONX,Precinct 42,16,2029250001,02/09/2017,Open,Site downloaded for cleaning,,1010622,242849
898 EAST  180 STREET,BRONX,06 BRONX,Precinct 48,17,2031220046,02/09/2017,Open,Site downloaded for cleaning,,1016809,247125
2121 COYLE STREET,BROOKLYN,15 BROOKLYN,Precinct 61,46,3073680065,02/08/2017,Open,Site downloaded for cleaning,,1001744,157957
1511 OLMSTEAD AVENUE,BRONX,09 BRONX,Precinct 43,18,2039430020,12/30/2016,Open,Site downloaded for cleaning,,1024321,244010
810 MEEKER AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3028050005,01/13/2017,Open,Site downloaded for cleaning,,1001837,203417
1029 BEDFORD AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3017880001,01/12/2017,Open,Site downloaded for cleaning,,996733,190236
920 LONGFELLOW AVENUE,BRONX,02 BRONX,Precinct 41,17,2027610166,12/31/2016,Open,Site downloaded for cleaning,,1015763,238219
268 WEST  125 STREET,MANHATTAN,10 MANHATTAN,Precinct 28,09,1019300059,11/21/2016,Open,Site downloaded for cleaning,,997993,234321
5702 3 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008450035,11/17/2016,Open,Site downloaded for cleaning,,979044,173783
172 ROEBLING STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34,3023820017,11/11/2016,Open,Site downloaded for cleaning,,995842,199254
1267 FOREST AVENUE,STATEN ISLAND,01 STATEN ISLAND,Precinct 121,49,5010420001,06/23/2016,Open,Site downloaded for cleaning,,947631,167502
4363 AMBOY ROAD,STATEN ISLAND,03 STATEN ISLAND,Precinct 122,51,5054970007,06/27/2016,Open,Site downloaded for cleaning,,939539,137941
1370A CASTLE HILL AVENUE,BRONX,10 BRONX,Precinct 45,18,2039630018,04/05/2017,Open,Site to be cleaned.,,1025187,243756
91-75 111 STREET,QUEENS,09 QUEENS,Precinct 102,28,4093180032,02/09/2017,Open,Site to be cleaned.,,1029947,191767
1329 EAST   13 STREET,BROOKLYN,14 BROOKLYN,Precinct 70,48,3067420075,04/05/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,994886,163999
2120 HUGHES AVENUE,BRONX,06 BRONX,Precinct 48,15,2030810008,03/09/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,1014690,248874
607 EAST   11 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,02,1003940065,03/18/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,990069,204245
1044 BOYNTON AVENUE,BRONX,09 BRONX,Precinct 43,18,2037150023,07/12/2016,Open,Public Property (Non-City),,1018142,240126
611 WEST  156 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,07,1021340105,02/17/2017,Open,Site downloaded for cleaning,,999214,243018
892 MYRTLE AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3017550041,02/27/2017,Open,Site downloaded for cleaning,,998989,192722
1522 UNIVERSITY AVENUE,BRONX,05 BRONX,Precinct 46,14,2028750039,01/04/2017,Open,Site downloaded for cleaning,,1005789,247374
1220 SHAKESPEARE AVENUE,BRONX,04 BRONX,Precinct 44,16,2025060024,01/04/2017,Open,Site downloaded for cleaning,,1005479,244390
177 WEST   88 STREET,MANHATTAN,07 MANHATTAN,Precinct 24,06,1012190007,01/25/2017,Open,Site downloaded for cleaning,,991675,226597
200 MONROE STREET,BROOKLYN,03 BROOKLYN,Precinct 79,36,3018170044,12/08/2016,Open,Site downloaded for cleaning,,997666,188968
4123 7 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3009220001,11/25/2016,Open,Site downloaded for cleaning,,984018,175108
21 EAST    2 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004570020,11/06/2016,Open,Site downloaded for cleaning,,986696,203511
405 SMITH STREET,BROOKLYN,06 BROOKLYN,Precinct 76,39,3004680010,09/05/2016,Open,Site downloaded for cleaning,,985312,186309
47-40 99 STREET,QUEENS,04 QUEENS,Precinct 110,21,4018820036,03/23/2017,Open,Site to be cleaned.,,1022202,210392
911 FOX STREET,BRONX,02 BRONX,Precinct 41,17,2027120137,02/08/2017,Open,Site to be cleaned.,,1013617,238117
2388 DR MARTIN LUTHER KING JR BLVD,BRONX,07 BRONX,Precinct 52,14,,03/27/2017,Open,Property Research Required,,1010393,253387
 waverly ave/flushing ave,BROOKLYN,Unspecified BROOKLYN,Unspecified,,,03/15/2017,Open,Property Research Required,,,
999 CLARKSON AVENUE,BROOKLYN,17 BROOKLYN,Precinct 67,41,,10/07/2016,Open,Property Research Required,,1005111,179042
 EAST 116 STREET AND 5 AVE,MANHATTAN,Unspecified MANHATTAN,Unspecified,,,08/18/2016,Open,Property Research Required,,,
756 PELHAM PARKWAY SOUTH,BRONX,11 BRONX,Precinct 49,13,2043200022,03/04/2017,Open,Site downloaded for cleaning,,1021495,251414
2012 BOSTON ROAD,BRONX,06 BRONX,Precinct 48,15,2031390050,02/09/2017,Open,Site downloaded for cleaning,,1017501,245513
3168 EAST TREMONT AVENUE,BRONX,10 BRONX,Precinct 45,13,2053500062,01/25/2017,Open,Site downloaded for cleaning,,1030120,244337
1991 CRUGER AVENUE,BRONX,11 BRONX,Precinct 49,15,2042570055,01/05/2017,Open,Site downloaded for cleaning,,1021088,249021
808 COLUMBUS AVENUE,MANHATTAN,07 MANHATTAN,Precinct 24,07,1018527501,11/26/2016,Open,Site downloaded for cleaning,,993584,228761
3706 WHITE PLAINS ROAD,BRONX,12 BRONX,Precinct 47,12,2046640051,02/09/2017,Open,Site to be cleaned.,,1021899,260525
21 PRINCE STREET,MANHATTAN,02 MANHATTAN,Precinct 5,01,1005087503,02/19/2017,Open,Site to be cleaned.,,985799,202627
320 VAN BUREN STREET,BROOKLYN,03 BROOKLYN,Precinct 81,36,3016150034,02/21/2017,Open,Site to be cleaned.,,1002397,191051
126-09 JAMAICA AVENUE,QUEENS,09 QUEENS,Precinct 102,29,4092800035,01/24/2017,Pending,Cleaning crew dispatched.  Property cleaned.,01/20/2017,1032886,194806
70 COMMERCIAL STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33,3024820018,05/18/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/07/2016,996082,207760
100-01 ROCKAWAY BOULEVARD,QUEENS,10 QUEENS,Precinct 106,32,4095210011,06/06/2016,Closed,Cleaning crew dispatched.  Property cleaned.,06/14/2016,1028790,187044
47-48 BELL BOULEVARD,QUEENS,11 QUEENS,Precinct 111,19,4073300038,05/05/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/27/2016,1048683,214899
257 DRIGGS AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3026990009,05/22/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/12/2016,998660,202566
196-19B LINDEN BOULEVARD,QUEENS,12 QUEENS,Precinct 113,27,4110680064,10/26/2016,Closed,Cleaning crew dispatched.  Property cleaned.,02/27/2017,1052082,192063
22 ROCHESTER AVENUE,BROOKLYN,03 BROOKLYN,Precinct 81,36,3017080042,10/21/2016,Closed,Cleaning crew dispatched.  Property cleaned.,02/27/2017,1004372,186394
162-21 JAMAICA AVENUE,QUEENS,12 QUEENS,Precinct 103,24,4097610083,01/16/2017,Closed,Cleaning crew dispatched.  Property cleaned.,02/24/2017,1040490,196031
32-21 NEWTOWN AVENUE,QUEENS,01 QUEENS,Precinct 114,22,4006190001,09/29/2016,Closed,Cleaning crew dispatched.  Property cleaned.,12/12/2016,1006373,218605
1827 WESTCHESTER AVENUE,BRONX,09 BRONX,Precinct 43,18,2038780009,10/14/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/28/2016,1021575,242513
138-01 SPRINGFIELD BOULEVARD,QUEENS,13 QUEENS,Precinct 105,31,4130340035,08/22/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/17/2016,1051975,185481
1114 1 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,05,1014560001,06/17/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/14/2016,995057,216513
50 WEST   27 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,03,1008280075,04/15/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/01/2016,987060,210679
4205 AVENUE H,BROOKLYN,18 BROOKLYN,Precinct 63,45,3077250001,07/18/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/26/2016,1002047,169680
5102 3 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007970037,07/30/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/24/2016,980014,175009
277 BELMONT AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,42,3037330001,06/09/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/07/2016,1012075,183398
118-12 ROCKAWAY BOULEVARD,QUEENS,10 QUEENS,Precinct 106,28,4117110041,07/13/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/30/2016,1034208,185698
24-16 34 AVENUE,QUEENS,01 QUEENS,Precinct 114,26,4005620001,06/28/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/22/2016,1003278,216745
18 STEWART STREET,BROOKLYN,04 BROOKLYN,Precinct 83,37,3034740015,06/24/2016,Closed,Cleaning crew dispatched.  Owner refused.,09/16/2016,1010782,187064
656 EAST  133 STREET,BRONX,01 BRONX,Precinct 40,08,2025460052,04/18/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/06/2016,1007170,231646
2845 86 STREET,BROOKLYN,15 BROOKLYN,Precinct 61,47,3071440051,04/18/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/02/2016,990473,155010
109 METROPOLITAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,34,3023580004,06/19/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/26/2016,994525,200325
8925 AVENUE D,BROOKLYN,18 BROOKLYN,Precinct 69,45,3079200002,06/05/2016,Closed,Cleaning crew dispatched. No graffiti on property.,08/25/2016,1008457,174656
30 DEKALB AVENUE,BROOKLYN,02 BROOKLYN,Precinct 84,33,3001490023,05/09/2016,Closed,Cleaning crew dispatched. No graffiti on property.,08/22/2016,989258,190642
47-15 BARNETT AVENUE,QUEENS,02 QUEENS,Precinct 108,26,4001420227,05/06/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/16/2016,1007561,212545
332 ST ANNS AVENUE,BRONX,01 BRONX,Precinct 40,08,2025560001,04/18/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/28/2016,1007512,234073
242 CENTRAL AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,34,3032650040,01/09/2017,Closed,Cleaning crew dispatched.  Property cleaned.,02/24/2017,1005416,193304
90 ORCHARD STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1004090034,08/12/2016,Closed,Cleaning crew dispatched.  Property cleaned.,01/27/2017,986977,200952
862 9 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 18,03,1010460061,08/29/2016,Closed,Cleaning crew dispatched. No graffiti on property.,01/26/2017,988056,218768
618 MILLER AVENUE,BROOKLYN,05 BROOKLYN,Precinct 75,42,3038270028,08/31/2016,Closed,Cleaning crew dispatched. No graffiti on property.,12/08/2016,1014952,181654
1234 FTELEY AVENUE,BRONX,09 BRONX,Precinct 43,18,2037810007,10/04/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/29/2016,1019715,241908
480 62 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3058000036,09/21/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/28/2016,979265,171973
1377 41 STREET,BROOKLYN,12 BROOKLYN,Precinct 66,39,3052970046,09/14/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/22/2016,988157,171932
8616 4 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3060440144,08/27/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/14/2016,976356,166112
317 KNICKERBOCKER AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3032360007,07/17/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/14/2016,1005623,194831
2816 8 AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,09,1020350001,08/10/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/09/2016,1000961,240128
5413 NEW UTRECHT AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44,3056770005,08/17/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/07/2016,985527,169461
204 EAST   75 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,04,1014290044,07/04/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/04/2016,995665,220365
1649 1 AVENUE,MANHATTAN,08 MANHATTAN,Precinct 19,05,1015480028,06/01/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/04/2016,998236,222261
258 10 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 10,03,1007220074,07/01/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/02/2016,983337,212113
430 WEST   46 STREET,MANHATTAN,04 MANHATTAN,Precinct 18,03,1010550050,04/14/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/01/2016,986479,216705
261 7 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 13,03,1008000077,04/15/2016,Closed,Cleaning crew dispatched. No graffiti on property.,10/31/2016,985701,210807
1694 MCDONALD AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,44,3065820055,08/19/2016,Closed,Cleaning crew dispatched. No graffiti on property.,10/26/2016,991593,162131
6809 NEW UTRECHT AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43,3055740007,07/16/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/25/2016,984688,165560
334 36 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3006960018,07/16/2016,Closed,Cleaning crew dispatched.  Cannot locate property.,10/20/2016,982702,177909
400 49 STREET,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007830010,07/26/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/20/2016,981028,174919
918 GATES AVENUE,BROOKLYN,03 BROOKLYN,Precinct 81,36,3016370034,07/02/2016,Closed,Cleaning crew dispatched. No graffiti on property.,10/07/2016,1004303,190249
288 GRAHAM AVENUE,BROOKLYN,01 BROOKLYN,Precinct 90,34,3027830004,07/15/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/04/2016,999779,198739
106 NORFOLK STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1003530051,06/06/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/30/2016,987832,201195
991 MANHATTAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3025320040,08/21/2016,Closed,Cleaning crew dispatched.  Owner refused.,09/29/2016,996801,206287
1139 MANHATTAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3024780013,08/04/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/28/2016,996598,207932
364 GRAHAM AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,34,3027600011,04/28/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/02/2016,999644,199821
24-01 DITMARS BOULEVARD,QUEENS,01 QUEENS,Precinct 114,22,4008690001,05/04/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/16/2016,1007786,223170
318 TOMPKINS AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,36,3018140031,05/19/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/16/2016,999611,189499
1144 HALSEY STREET,BROOKLYN,04 BROOKLYN,Precinct 83,37,3034110007,06/14/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/03/2016,1008995,190764
4115 FOURTH AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007190004,05/06/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/03/2016,982177,176587
2728 CHURCH AVENUE,BROOKLYN,17 BROOKLYN,Precinct 67,40,3051050017,06/04/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/29/2016,997545,176339
91 DRIGGS AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3027040023,05/23/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/15/2016,1000158,202773
1577 ZEREGA AVENUE,BRONX,10 BRONX,Precinct 45,18,2039720053,04/21/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/11/2016,1025786,244976
85 NORTH    3 STREET,BROOKLYN,01 BROOKLYN,Precinct 94,34,3023507501,05/26/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/06/2016,994625,200541
32 HULL STREET,BROOKLYN,16 BROOKLYN,Precinct 73,41,3015370025,08/18/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/16/2016,1007720,186671
60-02 78 AVENUE,QUEENS,05 QUEENS,Precinct 104,30,4035820002,11/05/2016,Closed,Cleaning crew dispatched.  Property cleaned.,02/23/2017,1013078,192922
60 MONITOR STREET,BROOKLYN,01 BROOKLYN,Precinct 94,34,3028290047,10/19/2016,Closed,Cleaning crew dispatched.  Property cleaned.,02/23/2017,1000368,201995
329 KOSCIUSZKO STREET,BROOKLYN,03 BROOKLYN,Precinct 79,36,3017820064,08/17/2016,Closed,Cleaning crew dispatched. No graffiti on property.,12/14/2016,1000441,191306
315 BLEECKER STREET,BROOKLYN,04 BROOKLYN,Precinct 83,37,3033010060,07/20/2016,Closed,Cleaning crew dispatched. No graffiti on property.,11/10/2016,1007579,194534
